0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.029871184053006039e-01,-4.060032353566943031e-01,-3.999665242057593995e-01,-3.939217162543386941e-01,-3.878687890574931685e-01,-3.767047899475491901e-01,-3.436559134547136907e-01,-3.044234998908241785e-01,-2.607068611838850303e-01,-2.138617891413844840e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.029871184053006039e-01,-4.052124424022664484e-01,-3.991753794792228804e-01,-3.931302912415746142e-01,-3.819738058604743025e-01,-3.643891858832360997e-01,-3.290217704397018772e-01,-2.881101666842720288e-01,-2.430999822271595612e-01,-1.949860895646461922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.029871184053006039e-01,-4.044221167604137857e-01,-3.983849072715823780e-01,-3.872361638564835173e-01,-3.696586135399863027e-01,-3.497963261411380365e-01,-3.129137207715884106e-01,-2.705400928364272706e-01,-2.245212655881909658e-01,-1.755997157017324395e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.029871184053006039e-01,-4.036320725245400309e-01,-3.924915899998372981e-01,-3.749215714920926534e-01,-3.550660518286638534e-01,-3.335367874360944396e-01,-2.953775591293846814e-01,-2.522157482994935584e-01,-2.051594763599854931e-01,-1.556034746921574619e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.029871184053006039e-01,-3.977400640425818867e-01,-3.801783306002740059e-01,-3.603299478776666454e-01,-3.388070210276556971e-01,-3.159954108024484176e-01,-2.768333117154235246e-01,-2.328797957477312108e-01,-1.854560210675468834e-01,-1.416438254269395958e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.710134918876296650e-01,-4.029871184053006039e-01,-3.854296906687309510e-01,-3.655887238214983737e-01,-3.440722870125467736e-01,-3.212665273791491805e-01,-2.974428509870410964e-01,-2.574838843327572069e-01,-2.128986953033906726e-01,-1.711837670238741116e-01,-1.293904002971677514e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.311083142778609156e-01,-3.634243603300197911e-01,-3.906851952154015151e-01,-3.708435616964437798e-01,-3.493335036883164491e-01,-3.265335539053221270e-01,-3.027152662205495059e-01,-2.780816255460011321e-01,-2.374863298805638401e-01,-1.985888493117100584e-01,-1.589132528681619361e-01,-1.118447493527871539e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.908163077283874576e-01,-3.234026455897485719e-01,-3.511384019155944225e-01,-3.761066423506749801e-01,-3.545918261145472594e-01,-3.317973782612249622e-01,-3.079843201448905221e-01,-2.833556951185363104e-01,-2.580695791291340302e-01,-2.231376103015847434e-01,-1.862999866846103414e-01,-1.413373172423336710e-01,-9.158870748272174289e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.502342508212146988e-01,-2.829954682133352106e-01,-3.111235996317106567e-01,-3.365830665827120871e-01,-3.598614876535942142e-01,-3.370588620744346398e-01,-3.132506882327757980e-01,-2.886268797654880092e-01,-2.633455307500792708e-01,-2.436842811743075154e-01,-2.108341213042780327e-01,-1.689506176055461384e-01,-1.210200706415051619e-01,-6.890346352036152977e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.094842765111182836e-01,-2.422952443917804621e-01,-2.707107700430027575e-01,-2.965823278060238377e-01,-3.203684449035669179e-01,-3.423340847737295634e-01,-3.185148152930096788e-01,-2.938955411081669578e-01,-2.686187807164729380e-01,-2.489542726692166585e-01,-2.315194683534268494e-01,-1.934311991774435580e-01,-1.483256149966869497e-01,-9.827745121377728932e-02,-4.463631842459608867e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
